,industry,wr1,wr2,wr3,wr4,vol1,vol2,vol3,vol4,pe_ratio,debt_to_equity,quick_ratio,total_shareholder_return,profit_margin,free_cash_margin,volatility,cpi,interest_rate,unemployment_rate,sma,rsi,ema,label
257,Utilities,-0.0148436234558187,-0.0158779078290724,-0.0147058013309503,0.0034536446912391,7314300.0,5763700.0,5709500.0,5280300.0,-23.17,1.98,0.31,3.69,9.7,11.64,0.0157109476732301,241.432,0.41,4.7,30.320000000000004,49.35822637106195,30.41208333333333,1
258,Technology,0.0135168503917534,0.1946176414852416,-0.0368349847152181,-0.0365403880354625,3539700.0,3877400.0,4817200.0,4487000.0,29.45,0.57,0.86,-9.1,13.25,11.34,0.0261602631250542,283.716,0.08,3.8,42.376666666666665,76.59574468085098,42.50708333333333,1
259,Basic Materials,-0.0173034426828272,-0.0361362348675073,0.0596465393588162,0.0007367503151533,20127400.0,14328200.0,15925600.0,16080600.0,6.39,1.12,1.46,0.42,11.33,15.81,0.031820209980189,252.885,2.18,3.8,13.82333333333333,25.984251968504,13.7675,0
261,Technology,0.0040941358414131,-0.0209733072719398,0.0471477829716947,0.1111945753021932,1428100.0,3343500.0,3480500.0,2269500.0,16.25,1.29,1.54,-0.67,17.31,21.42,0.0326072080454667,256.558,2.12,3.7,135.7033333333333,56.56609319616154,135.67458333333332,0
263,Consumer Discretionary,-0.0808925532417133,-0.006237196019948,-0.0176990401177793,-0.0033922552869149,13982100.0,9629800.0,19781200.0,8459700.0,-15.01,2.69,0.68,10.1,-13.69,6.46,0.0177415847770747,248.991,1.42,4.1,40.99,0.330033003300381,40.6625,1
264,Consumer Staples,0.0176808540992896,-0.0113386047605877,0.0238632624742879,0.0162214631779676,948383.0,1167347.0,1316660.0,1316660.0,17.28,2.34,0.42,4.47,8.48,9.69,0.0155775995096251,278.802,0.08,3.9,59.77163333333333,92.85684076971872,59.74816666666666,1
265,Technology,-0.0041464241550505,0.06146612671534,-0.0006067179636309,-0.0700987463151047,436500.0,1619900.0,4451700.0,1580000.0,42.71,0.23,1.5,0.35,17.51,20.97,0.0302419192196624,256.974,1.55,3.6,69.96000000000001,31.61512027491416,69.83583333333334,1
267,Consumer Discretionary,-0.015892300807132,0.0502179584208901,0.0203257739928609,-0.0129151675775724,3776500.0,3020000.0,3020000.0,3083000.0,43.49,1.11,1.15,2.92,42.81,37.22,0.0215764174901959,252.439,1.92,3.7,214.51333333333332,24.592833876221437,213.44583333333333,1
268,Utilities,0.0604228431112494,0.0924093249361208,0.3260395182265874,-0.4167630202948562,14147600.0,17123100.0,48150800.0,26197700.0,12.13,-39.67,0.65,10.44,8.9,-44.27,0.0253069471966145,238.132,0.36,5.0,6.9433333333333325,70.63492063492062,6.969166666666666,1
270,Industrials,-0.0305546115940762,0.0348629215028603,0.0061999370075412,-0.0372289997686628,1416900.0,1850600.0,3155200.0,2000700.0,17.49,0.67,0.71,1.49,4.31,18.2,0.0252486175675397,258.678,1.58,3.5,64.84333333333333,35.70767807585565,63.67833333333334,0
271,Consumer Discretionary,0.0035132830733749,-0.0151259500496571,-0.0005928972935079,0.0040674640853396,14229500.0,10181100.0,9980100.0,10450800.0,12.62,0.55,0.7,4.71,20.19,23.8,0.0198704626074076,251.588,1.7,3.8,101.41333333333334,38.31101956745617,100.72291666666666,1
272,Consumer Discretionary,0.0478208341740167,-0.0408259773252288,0.0336248691942349,0.0751986578022806,3077400.0,3133500.0,2253400.0,2821200.0,14.67,0.31,0.63,5.95,2.34,3.42,0.0332550316960749,245.519,1.16,4.4,60.56999999999999,83.750846310088,60.932500000000005,1
274,Industrials,0.044846918026282,0.0215859361120422,0.0213723856358713,-0.0262868075537405,293900.0,293900.0,1496900.0,6009100.0,22.06,1.67,1.07,8.56,6.26,36.13,0.0289747470979388,256.974,1.55,3.6,48.05,84.41176470588233,48.0825,0
275,Energy,-0.0302493163526785,0.0147456241833272,-0.0104866491959716,0.0327217604287813,2179120.0,2859208.0,3074639.0,4310356.0,-72.06,0.67,0.33,1.94,-13.96,-7.02,0.0260020935461027,241.432,0.66,4.7,32.940000000000005,18.53448275862072,32.92125,0
276,Technology,0.0241439497226423,-0.0188708423810188,0.0177895788119154,0.0158323136187322,22920100.0,18170700.0,22644400.0,18096400.0,21.42,1.23,1.94,5.15,24.27,16.67,0.0218514197153752,243.603,0.66,4.6,64.42999999999999,78.68852459016352,64.41624999999999,0
277,Telecommunications,-0.0260416656318638,0.0520548363254494,-0.0437515915393468,-0.058692999084943,2207300.0,2161000.0,1561400.0,1827300.0,21.15,1.65,0.38,7.36,10.53,13.14,0.014119900048925,307.671,5.33,3.9,38.123333333333335,19.40983606557368,37.87458333333333,1
278,Health Care,-0.035679000226813,-0.0016075497977517,-0.0283635797150089,0.039483439878344,1306100.0,997700.0,1299300.0,971500.0,15.4,0.63,1.91,6.92,35.61,31.55,0.038337965950049,240.229,0.37,4.8,243.1123333333333,26.715745374301303,243.67419166666667,1
279,Technology,0.1257834285708321,-0.0162924146386903,-0.0080803361790189,0.0130528388325284,30757300.0,15299600.0,12787700.0,15930900.0,19.76,1.08,2.95,1.14,30.56,35.97,0.0309723000683431,244.955,1.16,4.3,47.48999999999999,100.0,48.10833333333333,1
280,Technology,0.0163797131717377,0.0193858893558613,0.0043345727778941,-0.0104767113693296,3909600.0,4698600.0,3057900.0,3773400.0,-40.43,0.92,1.95,-10.91,-19.75,32.48,0.02594583930205,236.119,0.12,5.4,47.389944444444446,73.91597216748234,47.88216388888889,1
282,Telecommunications,0.0054171628097586,-0.0898541307843299,-0.0551417986677294,0.030064606532539,1560900.0,1636800.0,1146800.0,1241700.0,7.49,1.83,0.17,11.63,1.58,-0.46,0.0171872368355902,251.588,1.7,3.8,271.3233333333333,60.37691401648989,272.2208333333333,0
283,Consumer Staples,-0.0050345940328711,0.008888919544612,-0.0413878504776825,-0.003033999091622,4556100.0,6221300.0,7719200.0,7621800.0,20.78,0.72,0.4,3.88,11.01,12.42,0.0135419266211053,296.311,0.83,3.6,62.7,60.585065434949925,62.93,0
284,Consumer Discretionary,-0.0010554200402463,0.0601913942625498,0.0029926132210311,0.020167699089476,190200.0,154300.0,127300.0,168200.0,19.22,-2.76,0.08,4.2,12.4,16.46,0.0196821920082555,238.316,0.15,5.1,744.8733333333333,32.83751418126792,742.5991666666666,0
285,Consumer Discretionary,-0.0145750923977414,0.0215897591115787,-0.0208486281443143,0.0043929796236513,3593800.0,4393400.0,4970400.0,4882800.0,17.41,0.64,0.85,3.31,7.81,11.93,0.0235160881701507,236.119,0.12,5.4,33.97833333333333,23.28548644338109,33.966875,0
287,Consumer Discretionary,0.0013677724460032,-0.009220676622319,0.0110207449171323,0.0145940393367519,1634400.0,2108200.0,1470500.0,1595200.0,18.5,-50.59,0.54,4.07,13.18,7.03,0.0144793780216759,257.797,0.09,11.0,137.34,67.11362032462966,137.995,1
288,Industrials,0.0074838761033896,0.032287813157109,-0.0012527335775653,0.033885354294845,149300.0,267900.0,203900.0,176400.0,27.26,0.41,2.33,2.97,17.72,12.28,0.0177949790094446,255.548,2.41,3.6,155.80666666666664,70.91623679685573,156.5,0
289,Basic Materials,-0.0457062521922886,0.0860406122432558,-0.0121842910930282,-0.0149295879177925,11698200.0,9454900.0,13571800.0,13697700.0,54.13,0.41,2.07,1.73,0.1,24.17,0.0253530368587632,254.202,2.4,3.8,33.29963333333333,37.49018714072282,33.48784166666667,1
291,Health Care,-0.0052508697671363,-0.0196709386884812,0.0305010842519381,-0.0399236134576059,6700700.0,6039300.0,10873500.0,10009200.0,94.12,0.95,0.74,2.54,-39.74,18.22,0.0159806457887186,307.026,5.33,3.8,105.60666666666664,54.07545412203073,105.74583333333334,1
292,Consumer Discretionary,-0.0053047017869073,0.0141577036836132,0.0745433741421327,-0.0171451932308491,1213900.0,1087500.0,1679900.0,928900.0,19.55,0.76,0.58,8.3,8.08,6.03,0.0197651360957241,237.336,0.12,5.1,106.98000000000002,38.8111888111885,106.9275,1
294,Consumer Discretionary,0.0871120809387398,0.0017781642582201,0.02459501813515,0.0836264312469581,14598300.0,18222800.0,4291000.0,4432400.0,191.06,1.63,0.43,-1.1,7.84,-7.69,0.037407950313888,251.989,1.9,4.0,388.2600000000001,95.088601385738,386.9425,0
295,Health Care,0.0555791220645589,0.0288194272646226,-0.0320966081595582,-0.016863247127549,3475700.0,3072100.0,2686500.0,3752500.0,19.01,0.55,0.7,3.82,4.37,2.26,0.0269018872815942,237.945,0.14,5.0,121.48,92.16539717083782,121.64083333333336,0
297,Consumer Staples,0.0540540082225291,0.0043184266372924,0.0148692918382476,-0.0309418703220399,2129400.0,1969900.0,3848000.0,3942900.0,7.32,0.42,0.68,4.17,3.92,1.7,0.0236020664895275,298.012,3.08,3.7,67.95,89.52496954933022,67.86458333333334,0
299,Technology,0.0883299379662586,-0.0456385792438519,0.0053319054400358,0.0072073839943372,4169700.0,4838600.0,8106900.0,4080100.0,-473.98,0.28,0.54,-6.86,-0.05,14.85,0.0295248798690679,237.838,0.13,5.0,74.54,79.80997624703097,74.04875000000001,1
300,Consumer Discretionary,-0.0072232437435188,-0.0359131824663271,0.0231042915324825,0.0070725959273609,1373300.0,1749700.0,1863900.0,2998500.0,15.05,0.79,0.38,-0.43,16.35,11.56,0.0266919034905602,251.588,1.7,3.8,96.01,43.67816091953988,96.20708333333332,0
302,Technology,-0.0527505985668101,0.0142422689046766,-0.0179674844706446,0.0287222415363347,18068300.0,18546600.0,13327600.0,19934200.0,32.28,0.09,4.32,1.88,15.49,29.51,0.0230648952539985,256.759,1.85,3.5,181.39666666666668,13.261596626436036,182.03541666666663,0
304,Technology,-0.0272494606224291,0.0002318666680039,-0.0027760405992414,0.027084768590544,2870400.0,2870400.0,3365800.0,2864100.0,29.68,-2.1,1.07,1.84,7.87,6.61,0.0197156047042474,281.148,0.08,4.0,84.61,18.135376756066552,84.56916666666666,0
305,Utilities,0.0340196364194542,0.0023883298111488,0.0180335145691983,-0.0322246127610541,812300.0,1367400.0,851500.0,1206200.0,39.24,1.71,0.38,-0.81,15.71,-11.16,0.0146990084968252,261.582,0.09,6.3,156.61666666666667,78.6379698040474,155.88,1
307,Technology,0.0042980657257537,0.0043165505455137,0.0045028559323789,-0.0199412031990658,2075500.0,1752500.0,2257700.0,3431500.0,24.52,0.12,3.13,-0.28,13.62,12.33,0.0343431865594956,238.654,0.14,5.2,61.53666666666666,37.88121990369178,61.23416666666667,1
308,Health Care,0.0180993503821671,0.0181387733515437,0.0052845042521944,0.0023867982610551,5615000.0,7134100.0,6041900.0,4782800.0,25.05,0.48,1.04,2.17,26.93,19.31,0.0144472243194591,273.567,0.09,5.2,178.4,76.06927315665179,178.74291666666667,0
309,Utilities,0.0172114029978544,-0.0093773247978886,-0.0017020563445778,-0.0142611003583852,8106400.0,5282600.0,5020400.0,3245200.0,-6.78,6.96,0.66,5.83,-397.07,58.58,0.0324317780244669,242.839,0.66,4.7,11.59666666666667,72.37569060773484,11.665833333333332,0
310,Consumer Discretionary,0.0039916130375201,0.0015447624229229,0.0037392389617321,0.0007300994457831,5837900.0,4715600.0,7418100.0,4766000.0,16.73,0.47,0.7,3.16,16.77,1.49,0.0200389368809553,243.801,0.66,4.4,110.83333333333331,50.691244239631374,110.77541666666669,1
311,Health Care,8.780025161796108e-08,-1.756005186536919e-07,0.0548095770617285,-0.0102396267726256,2548200.0,2601500.0,3176100.0,3310900.0,5.26,0.33,1.66,0.64,5.08,14.27,0.0179158712183918,241.729,0.4,4.9,47.616666666666674,58.36177474402733,47.6725,1
313,Health Care,0.0226662237850344,0.0306773942333536,0.0079315784158032,-0.0133888879236385,1197900.0,1686100.0,1594900.0,1594900.0,37.24,1.5,1.72,2.8,27.6,16.4,0.0160569007991972,303.363,4.83,3.4,171.1766666666667,100.0,170.81583333333333,1
315,Energy,0.0849439892526459,-0.0180933318860967,0.005769698809385,-0.0035385182773392,4743200.0,4531400.0,8035000.0,6934500.0,-26.05,0.61,2.67,-12.1,-92.5,3.47,0.0252396610948551,243.801,0.91,4.4,23.079166666666666,100.0,23.14998333333333,0
319,Health Care,0.0235022165479369,0.0100070800919586,0.0539612093797341,-0.0283602695275718,7494700.0,6309100.0,5977700.0,6854100.0,17.06,10.38,0.56,8.82,30.52,39.21,0.0164741116706077,263.014,0.07,6.2,43.94999999999999,100.0,44.04666666666667,0
320,Energy,0.0146933698292205,0.0711194361115505,-0.0053510252133879,-0.0267817659368576,3550800.0,4164600.0,4981000.0,2504800.0,-5.75,0.65,2.05,6.88,-9.07,-4.34,0.0226467709714725,252.439,1.93,3.7,71.37333333333333,44.33333333333328,70.85625,1
322,Utilities,0.0875915533679382,-0.1789386686564278,0.1564357284693351,0.0364288919004802,6843000.0,4103200.0,6319600.0,6319600.0,-0.58,8.01,1.14,13.09,-950.23,-27.52,0.0239910570959444,237.111,0.38,4.9,10.11,98.974358974359,10.170833333333333,0
323,Industrials,0.0437752915535827,-0.004283148773679,0.0205708215380812,-0.0184250268025335,3492100.0,7028800.0,5481600.0,7446700.0,51.32,1.36,1.98,-3.62,7.67,12.5,0.0294136973336048,278.802,0.08,3.9,41.1,85.6759176365264,40.97375,1
324,Consumer Discretionary,0.1543536521654862,-0.0194956540868875,0.0660081424439378,-0.1715997761848098,1032800.0,780900.0,783400.0,751500.0,16.24,2.35,1.9,9.56,-30.55,-20.1,0.0411676885674883,256.389,0.05,14.7,1389.6900000000005,98.06613721003278,1383.6458333333337,1
325,Consumer Discretionary,0.0202307702888984,-0.0152289598255184,0.0093702348637042,0.0123643392871209,1067500.0,824200.0,2703900.0,1015500.0,29.77,1.72,0.36,2.23,21.98,22.04,0.0124579194940102,246.524,1.42,4.1,96.08666666666664,100.0,95.99166666666666,0
326,Consumer Discretionary,-0.051253573408417,0.0136922399695012,0.0290485261724626,-0.0353751012465774,1816400.0,1250900.0,2945800.0,6287600.0,33.71,0.94,0.52,2.77,6.12,10.86,0.0170789266617121,237.111,0.29,4.9,104.17000000000002,31.2835067801955,103.73666666666666,1
327,Energy,-0.0396215321950877,0.026715190441478,0.0687864599378745,-0.0178457555624952,896500.0,1450400.0,1524000.0,720300.0,162.83,0.01,0.3,-1447.08,22.8,-464.52,0.021833437545291,245.519,1.16,4.4,16.526666666666667,13.125000000000014,16.4825,0
328,Consumer Discretionary,0.0453518624615096,0.0319779780888326,0.0303295666359199,-0.0191545047101626,1152500.0,665400.0,948000.0,840000.0,23.13,0.16,1.86,1.95,6.66,4.41,0.0227978538471418,264.877,0.07,6.1,101.65333333333332,78.59824780976211,101.40333333333334,1
329,Consumer Discretionary,-0.0499254897529756,0.0648680910069779,0.0590336441884287,-0.0120382280485867,4742400.0,5217100.0,4994100.0,5593800.0,2.11,1.47,0.45,11.83,6.26,18.21,0.0457470677330995,241.428,0.4,5.0,51.96333333333333,20.427881297446493,51.75333333333333,1
330,Technology,-0.0609756475778029,0.046808569352518,-0.2166666984558105,-0.1452991429769052,344000.0,298100.0,530700.0,578200.0,-7.21,0.41,1.02,-4.34,-24.05,8.08,0.0528166473227327,236.916,0.38,4.8,2.303333333333333,34.54545454545461,2.3095833333333333,1
331,Technology,-0.0303368256672719,0.0607054370434436,0.0039574709381493,-0.0413338438049672,420000.0,538700.0,297400.0,255800.0,129.63,0.04,0.1,0.25,21.59,8.09,0.0289233804092612,274.31,0.06,4.8,493.0533333333333,36.8445610965296,496.5829166666667,1
332,Industrials,-0.0387039907889692,0.0216382919644701,-0.0039769354084353,0.0133904749632009,1537900.0,882400.0,882400.0,1076800.0,27.03,0.51,0.46,-28.49,51.62,48.82,0.0183717684985987,300.84,4.58,3.6,76.86333333333334,0.0,76.915,1
333,Telecommunications,0.0301786589874161,0.1048278558156425,0.0198586341203931,0.0615072823482848,7120900.0,7654200.0,9692000.0,10409000.0,12.12,1.47,1.5,6.41,9.39,15.28,0.0223333977077538,263.014,0.08,6.2,41.53,72.54374158815612,41.864583333333336,1
334,Utilities,-0.0249727419571243,0.0207960838945677,0.0083426731112211,-0.017718761328979,2666200.0,4572900.0,4108700.0,2009300.0,42.36,0.9,0.52,3.7,4.4,5.21,0.0139799384553915,244.524,0.91,4.4,44.49333333333333,13.81578947368424,44.649166666666666,1
335,Technology,0.0014244598881913,0.0265415786955055,0.0322387489192433,-0.0439198112108102,1771200.0,2815200.0,1872600.0,4314300.0,-78.37,3.52,1.23,-0.21,-13.51,23.36,0.0238745366106318,271.696,0.1,5.9,122.93208888888888,67.66452551205927,123.50625555555555,1
338,Technology,0.0098038965137469,0.0372881485243975,-0.0166666666666666,-0.0221642861281544,176300.0,30200.0,82800.0,265400.0,8.57,0.05,0.76,-2.99,1.96,4.0,0.0331424460291372,252.776,2.4,3.8,15.4,61.67076167076157,15.439583333333331,1
339,Technology,0.0213420058829605,0.0733642571017258,0.0416405133591266,-0.0174686559493746,2035000.0,1782900.0,1885200.0,2551900.0,21.67,-1.4,0.69,3.88,9.69,6.43,0.0189818352216942,297.711,3.83,3.6,71.21333333333332,76.48236177132847,71.84875,1
340,Health Care,0.0576644264677162,-0.0211045973808063,0.0026460805191121,-0.0298017432979512,3329500.0,6191700.0,2870800.0,2787400.0,10.61,1.1,0.82,9.49,12.15,10.0,0.0146126147297893,305.109,5.08,3.6,96.70666666666666,78.6156111929308,98.69416666666666,0
342,Health Care,0.0035257131178426,0.0129698428243798,0.0292127707420531,-0.0835105904818357,11325100.0,7356700.0,7356700.0,7276700.0,31.55,-15.86,0.49,9.03,33.25,51.43,0.0164190913277118,296.311,0.83,3.6,54.19999999999999,58.93719806763259,54.130833333333335,1
345,Technology,0.0081903517607529,-0.0018749831019776,0.0022927900491965,-0.0148118536641179,36662000.0,25884000.0,21436000.0,32654000.0,26.44,0.05,5.22,-0.63,20.37,21.99,0.0202076898414277,238.638,0.13,5.3,26.71133333333334,71.76088720584278,26.74191666666667,1
347,Consumer Discretionary,-0.0004761710999503,-0.0063091721806289,-0.0344197686594808,-0.0366784017852065,235700.0,209600.0,209600.0,91900.0,19.35,0.66,0.78,3.78,8.55,17.15,0.0239654981336249,259.101,0.09,10.2,63.56333333333333,39.31297709923661,63.32416666666666,1
349,Industrials,0.0480193133635206,0.0451463692525038,0.1068308097531973,0.051413829068424,1057500.0,1037600.0,1961500.0,2252300.0,28.02,0.7,3.25,1.87,21.62,-16.46,0.0178194660108713,259.101,0.09,10.2,292.2566666666667,85.94890510948898,292.67625,0
352,Technology,0.0275576835176323,-0.0609285058304247,-0.0133280308142924,0.0118295239752867,2166400.0,4044700.0,2476100.0,1688000.0,61.02,0.48,1.11,2.44,5.52,7.53,0.0294109647608955,300.84,4.57,3.6,413.2033333333333,50.56360708534624,409.82625,0
353,Utilities,0.006310830754191,0.0017355086521466,0.0019871351875733,0.0063750353857781,1288300.0,1828000.0,2454100.0,1631300.0,23.06,2.26,0.2,-0.38,20.92,-3.93,0.0129421367145523,246.669,1.16,4.2,81.83666666666667,45.26198439241902,81.65791666666667,0
354,Basic Materials,0.0361045050147574,-0.0216791383628162,0.0175134486822907,-0.0178572182244075,1229700.0,853200.0,1056400.0,966600.0,17.7,0.88,3.04,5.8,32.0,28.05,0.0259240671274055,300.84,4.58,3.6,75.44666666666667,80.70953436807108,75.50791666666666,0
355,Health Care,0.0105671730692518,0.0504452453076098,0.0019822185689606,0.0063165442516425,5151000.0,5593300.0,5332200.0,6545400.0,37.89,0.5,1.83,2.84,14.56,19.11,0.0203339219277531,252.146,1.92,3.8,95.93333333333332,93.3070866141732,96.115,1
359,Utilities,-0.050130045162819,-0.0365976065242709,-0.0478918017656902,-0.0449777521819804,1555100.0,2346400.0,3292600.0,2270400.0,24.01,-2232.64,2.03,-1.47,31.23,9.05,0.0662072493515065,258.678,1.58,3.5,54.97,15.52083333333334,55.087083333333325,1
361,Health Care,0.1221361291787027,0.029105705943534,0.0009765848735701,0.0475702818114848,923500.0,434800.0,788200.0,681800.0,-24.0,0.02,11.96,-12.06,-375.03,-326.37,0.039075318874022,249.554,1.42,4.0,133.9333333333333,90.88545230600792,135.69333333333333,1
362,Energy,0.0308350825384797,0.0118080703404455,-0.055555577885553,-0.0346666333498804,3408600.0,4389600.0,3344000.0,2776300.0,3.79,0.61,1.11,0.12,5.59,2.34,0.0216839259101584,304.127,5.08,3.7,94.32,77.61426978818278,95.02541666666669,0
364,Technology,-0.005258798138185,0.0326981357246209,-0.0006366214134058,-0.0019800331326487,200900.0,227900.0,256100.0,342800.0,27.18,1.22,2.44,1.67,25.63,18.82,0.0221141473950193,257.971,1.55,3.5,276.98,32.151529868868266,275.95416666666665,1
365,Energy,-0.0448978935723572,-0.0424858838461845,0.0065988492350616,-0.0003807763241545,4825604.0,4224582.0,3012521.0,3012521.0,-26.58,0.25,1.31,5.93,5.01,-20.26,0.0194628576581906,238.654,0.13,5.2,73.51493333333335,6.198906561663673,73.58656666666667,1
366,Health Care,-0.0221104729298899,-0.0242369564866951,0.1135000743812524,-0.0286645847763261,1897000.0,4486400.0,2924900.0,2729600.0,20.08,1.16,4.76,1.67,30.78,62.89,0.0257118798450442,238.316,0.14,5.1,168.97333333333333,19.065247570569163,168.64375,1
367,Consumer Discretionary,-0.0128093231685703,0.0047993075099261,0.0177619707477839,0.0148715180149654,1147594.0,1015168.0,1432686.0,1654745.0,-24.53,0.35,3.12,-135.09,-6.2,-3.78,0.0373800526658536,236.119,0.06,5.4,15.900433333333332,36.61810533734157,15.860675,1
368,Health Care,0.0594956635663279,-0.0195725267385315,0.0023231720904342,0.0236491149356166,9061800.0,5747700.0,5325400.0,4025300.0,17.53,1.19,0.78,3.96,15.84,33.32,0.0301098861256823,307.026,5.33,3.8,78.29333333333334,93.78343949044586,78.92541666666668,0
369,Energy,0.0430406469472303,-0.0457606651146168,0.0462392883345868,0.0393746146949145,13328500.0,17231400.0,7003900.0,7375800.0,-0.98,1.96,1.02,-3.85,-143.74,-26.62,0.0275427992442673,241.018,0.38,4.9,36.03333333333333,83.0008673026886,36.439166666666665,1
371,Technology,-0.0289608312790884,0.0477465284297082,0.1990368757120028,-0.1146376128055281,2298400.0,1917800.0,2736900.0,3667800.0,-58.5,0.07,5.88,-248.01,-35.89,-33.54,0.0402590870706611,256.389,0.05,14.7,23.50666666666666,31.499051233396592,23.264166666666668,1
373,Energy,0.0020527509828609,0.0379971807288821,-0.0342198538287739,-0.0374136966876082,948300.0,798500.0,782300.0,1030600.0,-41.4,0.81,0.63,7.42,13.94,16.32,0.0213108883416418,267.054,0.07,6.1,29.316666666666663,59.18367346938762,29.280833333333334,0
374,Technology,0.0203081445490911,-0.0034449195732188,0.0176938055355,0.0154639093872936,3909600.0,3274300.0,3638300.0,3653200.0,-45.86,1.22,1.74,-22.74,4.81,18.7,0.0394423237111418,242.839,0.66,4.7,71.02666666666667,57.53660637381572,70.95416666666667,1
377,Health Care,-0.0183396615433449,0.0264809150324316,0.0123236940726747,-0.0265892766482847,3375600.0,7995500.0,7344300.0,2764000.0,33.12,0.73,1.55,3.62,13.95,15.38,0.0175795291831177,277.948,0.08,4.2,79.69,46.09469850263065,80.0675,0
378,Technology,0.0033284104127628,0.0215962727693407,0.0508196778078681,-0.0152159818344184,186000.0,146900.0,113800.0,190700.0,93.5,0.3,3.17,-3.0,12.54,20.92,0.0326676611793718,267.054,0.07,6.1,446.7666666666667,52.3278949462792,446.3079166666666,1
379,Technology,-0.0304263378476058,0.0631378158516497,-0.0668281278763873,0.0048661021611063,2338900.0,887000.0,1066800.0,845400.0,8.33,1.39,0.4,7.03,3.49,7.34,0.0363489918965874,296.808,2.33,3.5,59.00666666666667,44.237918215613455,59.25833333333333,0
380,Technology,0.0195178796631678,0.0024769264947332,0.0419347647955754,0.0365684261973717,6485100.0,6240200.0,8040300.0,8196000.0,28.14,-37.92,0.65,0.7,15.29,13.28,0.029338157891566,303.363,4.83,3.4,95.61666666666667,86.0655737704927,95.40083333333334,1
381,Finance,-0.0320018090034905,0.0527684231282834,-0.032972345674896,-0.0007842283628072,2319900.0,1894500.0,1977000.0,3720000.0,22.13,0.66,0.31,1.86,18.68,-4.53,0.0252476398937352,260.229,0.09,6.7,42.0221888888889,25.70669243778672,42.06149444444445,0
382,Technology,-0.0225821841612268,0.060937484105428,0.0529779744220714,-0.0422313706204118,283000.0,219200.0,210200.0,282100.0,72.68,0.15,1.47,0.87,16.67,28.25,0.0381483466774671,260.474,0.09,6.7,101.25666666666666,23.39066339066344,100.87333333333332,1
383,Consumer Discretionary,0.0146780695262474,0.0035216526201045,0.0140562750879725,0.0672641184392171,10074400.0,6237700.0,7529200.0,9926000.0,106.2,1.26,0.98,-0.69,1.51,-10.38,0.0395860927232736,238.638,0.13,5.3,89.53896190476189,87.97294827271064,89.8049738095238,0
384,Technology,-0.0617760531479606,-0.0624141800262814,-0.0009976534308393,-0.0157112895558862,592400.0,777600.0,445900.0,344000.0,46.52,0.06,3.93,-4.63,10.62,3.1,0.0251397893496326,236.916,0.36,4.8,70.38666666666667,10.728476821191926,70.83416666666666,0
385,Industrials,-0.0234250974855459,0.0106720664072657,-0.002569345377873,-0.0021977416777544,1345200.0,756900.0,709500.0,860200.0,20.33,0.69,0.45,4.17,29.74,21.17,0.0169675609626996,246.663,1.16,4.2,80.50999999999999,1.0989010989001111,80.64541666666668,1
386,Utilities,-0.0092365603844226,0.0692977751561401,-0.0200741552325876,-0.0358887679119469,3428000.0,3970300.0,3968700.0,5877300.0,36.48,1.69,0.38,1.75,18.98,-2.55,0.0134119480815366,305.109,5.08,3.6,52.48,39.9380804953562,52.58041666666667,1
387,Consumer Discretionary,-0.0145950480411434,0.0647602989222795,-0.0501424397562266,-0.0251689679844279,1248300.0,1479600.0,1333200.0,2114100.0,26.2,3.5,0.48,1.86,7.76,-1.25,0.0185080945027041,257.797,0.08,11.0,190.68757777777773,43.680709534367935,191.05882777777776,0
388,Technology,0.0227037865180491,-0.0557396323095853,-0.0121293274947066,-0.0187039802146003,862600.0,987700.0,1005300.0,929400.0,-28.7,0.09,4.65,-0.16,-15.68,-21.26,0.040256057677421,252.439,1.92,3.7,48.50333333333333,76.53061224489792,48.81208333333333,1
389,Telecommunications,0.0467651159891275,-0.0321592542951692,0.0056468487133719,-0.0188046125043288,219000.0,219000.0,213100.0,175100.0,7.49,0.07,17.79,-0.19,30011.94,-232.6,0.0167547971044621,240.628,0.4,4.8,59.60666666666668,85.47008547008534,59.3425,1
390,Utilities,0.0269461364518238,-0.0134084252812125,0.0404148564723906,0.0322903757247309,2224500.0,1868600.0,3935400.0,2897900.0,22.62,2.32,0.18,0.02,22.03,-0.93,0.0130407811498454,241.432,0.41,4.7,74.49666666666667,85.18518518518499,74.70375,1
391,Technology,0.0256232089418445,0.0066769782044305,-0.0205149900333983,0.0079101449295011,1623200.0,847900.0,795800.0,1045300.0,23.01,-5.3,0.69,-0.74,9.11,11.16,0.0237628948673595,256.092,2.39,3.7,147.41333333333333,69.42482341069663,146.7795833333333,1
393,Consumer Discretionary,0.0389721618734583,0.0529080535072428,-0.0525661488036648,0.0055814646267069,317300.0,349100.0,268100.0,317800.0,35.68,0.84,0.44,2.01,17.46,11.25,0.0192247638749818,276.589,0.08,4.5,408.5833333333333,98.6132387325647,410.29125,0
395,Health Care,0.0252857713614347,0.0136019254538191,-0.0317925412280914,0.046609039169766,397800.0,700000.0,700000.0,349600.0,16.54,0.08,3.5,0.71,226.25,177.41,0.0433218995798567,252.776,2.4,3.8,422.36,81.39663262489648,420.6575,0
397,Technology,0.0091234215762674,0.0323504916343392,-0.010534855172887,0.0189926096144706,1429900.0,2303000.0,1749800.0,1608100.0,28.44,0.64,1.56,5.89,10.89,14.17,0.0314415449587836,240.849,0.3,4.9,25.510000000000005,58.53658536585389,25.471666666666668,1
